ensembl_transcript_id	ensembl_gene_id	chromosome_name	transcript_start	transcript_end	external_gene_id	percentage_gc_content	gene_biotype	source	name_1006	cds_length
ENST00000369750	ENSG00000146242	6	83073348	83080545	TPBG	43.53	protein_coding	ensembl	cytoplasm	1263
ENST00000275034	ENSG00000146247	6	79650263	79787953	PHIP	34.44	protein_coding	ensembl	protein binding	5466
ENST00000275053	ENSG00000146263	6	97590037	97731052	MMS22L	35.58	protein_coding	ensembl	MCM complex	3732
ENST00000389677	ENSG00000146267	6	99728536	99797531	FAXC	42.15	protein_coding	ensembl	integral to membrane	1230
ENST00000454853	ENSG00000146276	6	89887220	89927152	GABRR1	43.42	protein_coding	ensembl	integral to membrane	1440
ENST00000336032	ENSG00000146278	6	89790497	89794879	PNRC1	48.53	protein_coding	ensembl	nucleus	984
ENST00000275072	ENSG00000146281	6	89855769	89875284	PM20D2	39.61	protein_coding	ensembl	metabolic process	1311
ENST00000369536	ENSG00000146282	6	88224096	88299721	RARS2	38.27	protein_coding	ensembl	gene expression	1737
ENST00000369020	ENSG00000146285	6	108026404	108145516	SCML4	43.76	protein_coding	ensembl	nucleus	1245
ENST00000275159	ENSG00000146350	6	121401383	121655576	C6orf170	35.75	protein_coding	ensembl	Rab GTPase activator activity	3897
ENST00000275162	ENSG00000146352	6	123317116	123385612	CLVS2	36.96	protein_coding	ensembl	trans-Golgi network	984
ENST00000414000	ENSG00000146360	6	110299514	110301742	GPR6	58.89	protein_coding	ensembl	sphingosine-1-phosphate receptor activity	1134
ENST00000521654	ENSG00000146373	6	125283691	125413779	RNF217	36.66	protein_coding	ensembl	zinc ion binding	1629
ENST00000368317	ENSG00000146374	6	127440183	127518910	RSPO3	36.08	protein_coding	ensembl	frizzled binding	879
ENST00000367931	ENSG00000146378	6	132938289	132945414	TAAR2	37.39	protein_coding	ensembl	G-protein coupled receptor activity	1056
ENST00000275198	ENSG00000146383	6	132891461	132892498	TAAR6	44.51	protein_coding	ensembl	plasma membrane	1038
ENST00000275200	ENSG00000146385	6	132873832	132874860	TAAR8	41.21	protein_coding	ensembl	G-protein coupled receptor activity	1029
ENST00000367660	ENSG00000146386	6	139349819	139364439	ABRACL	44.2	protein_coding	ensembl		246
ENST00000275216	ENSG00000146399	6	132966123	132967142	TAAR1	37.75	protein_coding	ensembl	integral to membrane	1020
ENST00000275227	ENSG00000146409	6	133090509	133119692	SLC18B1	39.58	protein_coding	ensembl	integral to membrane	1371
ENST00000420702	ENSG00000146410	6	136552168	136571449	MTFR2	39.81	protein_coding	ensembl	aerobic respiration	1158
ENST00000275230	ENSG00000146411	6	134309835	134373774	SLC2A12	40.99	protein_coding	ensembl	integral to membrane	1854
ENST00000367503	ENSG00000146414	6	146205947	146285233	SHPRH	35.43	protein_coding	ensembl	nucleus	5064
ENST00000275235	ENSG00000146416	6	143382038	143656667	AIG1	39.67	protein_coding	ensembl	integral to membrane	738
ENST00000367089	ENSG00000146425	6	159057506	159065771	DYNLT1	45.31	protein_coding	ensembl	cell division	342
ENST00000456144	ENSG00000146426	6	155411423	155578857	TIAM2	43.49	protein_coding	ensembl	signal transduction	5193
ENST00000367090	ENSG00000146433	6	158957468	159056460	TMEM181	47.38	protein_coding	ensembl	toxic substance binding	1839
ENST00000392167	ENSG00000146453	6	160221306	160241735	PNLDC1	48	protein_coding	ensembl	integral to membrane	1596
ENST00000358372	ENSG00000146457	6	160146617	160177351	WTAP	38.63	protein_coding	ensembl	nuclear membrane	1191
ENST00000314607	ENSG00000146463	1	35734568	35887545	ZMYM4	38.64	protein_coding	ensembl	cytoskeleton organization	4647
ENST00000367244	ENSG00000146469	6	153071933	153080900	VIP	33.81	protein_coding	ensembl	positive regulation of cell proliferation	513
ENST00000367294	ENSG00000146476	6	151773422	151791236	C6orf211	39.23	protein_coding	ensembl		1326
ENST00000275300	ENSG00000146477	6	160769300	160873613	SLC22A3	41.72	protein_coding	ensembl	toxin transporter activity	1671
ENST00000275358	ENSG00000146530	7	12370511	12443531	VWDE	33.94	protein_coding	ensembl	extracellular region	4773
ENST00000275364	ENSG00000146535	7	2767746	2883958	GNA12	45.87	protein_coding	ensembl	GTP binding	1146
ENST00000357429	ENSG00000146540	7	1036622	1177893	C7orf50	57.69	protein_coding	ensembl		585
ENST00000316731	ENSG00000146574	7	6837992	6866401	CCZ1B	46.46	protein_coding	ensembl	lysosomal membrane	1449
ENST00000344417	ENSG00000146576	7	6629648	6648357	C7orf26	53.11	protein_coding	ensembl		1350
ENST00000353796	ENSG00000146587	7	5085452	5106888	RBAK	44.72	protein_coding	ensembl	zinc ion binding	2145
ENST00000357727	ENSG00000146592	7	28452144	28865511	CREB5	40.7	protein_coding	ensembl	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	1527
ENST00000275461	ENSG00000146618	7	19184405	19185044	FERD3L	62.5	protein_coding	ensembl	transcription, DNA-dependent	501
ENST00000275493	ENSG00000146648	7	55086794	55279321	EGFR	45.08	protein_coding	ensembl	nuclear membrane	3633
ENST00000275517	ENSG00000146670	11	64844924	64851623	CDCA5	52.67	protein_coding	ensembl	nucleoplasm	759
ENST00000381083	ENSG00000146674	7	45953404	45960850	IGFBP3	49.45	protein_coding	ensembl	protein tyrosine phosphatase activator activity	894
ENST00000395699	ENSG00000146676	7	44915896	44924960	PURB	40.58	protein_coding	ensembl	SMAD binding	939
ENST00000275525	ENSG00000146678	7	45927956	45933267	IGFBP1	48.83	protein_coding	ensembl	insulin-like growth factor binding	780
ENST00000275560	ENSG00000146700	7	76018651	76039012	SRCRB4D	52.75	protein_coding	ensembl	membrane	1728
ENST00000315758	ENSG00000146701	7	75677385	75696826	MDH2	50.93	protein_coding	ensembl	plasma membrane	1017
ENST00000454397	ENSG00000146707	7	76241039	76255444	POMZP3	49.24	protein_coding	ensembl		752
ENST00000322090	ENSG00000146729	7	56032274	56067874	GBAS	45.28	protein_coding	ensembl	mitochondrion	861
ENST00000275603	ENSG00000146731	7	56119323	56131682	CCT6A	41.33	protein_coding	ensembl	cellular protein metabolic process	1596
ENST00000275605	ENSG00000146733	7	56078760	56119297	PSPH	46.35	protein_coding	ensembl	L-serine biosynthetic process	678
ENST00000333149	ENSG00000146755	7	72726535	72742085	TRIM50	53.44	protein_coding	ensembl	regulation of establishment of protein localization	1464
ENST00000328747	ENSG00000146757	7	64838712	64866038	ZNF92	39.16	protein_coding	ensembl	nucleic acid binding	1761
ENST00000318724	ENSG00000146776	7	105400819	105517028	ATXN7L1	45.57	protein_coding	ensembl		441
ENST00000312814	ENSG00000146802	7	112405718	112430647	TMEM168	35.74	protein_coding	ensembl	transport vesicle	2094
ENST00000275699	ENSG00000146809	7	123249112	123277932	ASB15	36.71	protein_coding	ensembl	protein binding	1767
ENST00000316937	ENSG00000146826	7	99752043	99756308	C7orf43	60.47	protein_coding	ensembl		1743
ENST00000354161	ENSG00000146828	7	100450375	100464630	SLC12A9	51.93	protein_coding	ensembl	membrane	2745
ENST00000275732	ENSG00000146830	7	100277130	100287071	GIGYF1	62.01	protein_coding	ensembl	insulin-like growth factor receptor signaling pathway	3108
ENST00000355947	ENSG00000146833	7	99488036	99517154	TRIM4	43.25	protein_coding	ensembl	protein binding	1503
ENST00000310512	ENSG00000146834	7	100027254	100031741	MEPCE	58.79	protein_coding	ensembl	RNA methyltransferase activity	2070
ENST00000349350	ENSG00000146839	7	100331249	100395419	ZAN	52.69	polymorphic_pseudogene	ensembl	plasma membrane	8438
ENST00000397622	ENSG00000146842	7	129804555	129845338	TMEM209	37.56	protein_coding	ensembl	integral to membrane	1686
ENST00000458078	ENSG00000146856	7	134671259	134820521	AGBL3	36.82	protein_coding	ensembl	metallocarboxypeptidase activity	2928
ENST00000275764	ENSG00000146857	7	134916731	134943244	STRA8	48.48	protein_coding	ensembl	oocyte development	993
ENST00000275766	ENSG00000146858	7	138710452	138720775	ZC3HAV1L	46.48	protein_coding	ensembl		903
ENST00000275767	ENSG00000146859	7	134832824	134850650	TMEM140	42.85	protein_coding	ensembl	integral to membrane	558
ENST00000326270	ENSG00000146872	17	60556386	60690851	TLK2	42.17	protein_coding	ensembl	peptidyl-serine phosphorylation	2319
ENST00000275815	ENSG00000146904	7	143088205	143105985	EPHA1	52.64	protein_coding	ensembl	integral to plasma membrane	2931
ENST00000275820	ENSG00000146909	7	156742417	156765876	NOM1	47.02	protein_coding	ensembl	biological_process	2583
ENST00000321736	ENSG00000146910	7	155293827	155326557	CNPY1	47.25	protein_coding	ensembl		279
ENST00000409339	ENSG00000146918	7	158432488	158497489	NCAPG2	41.79	protein_coding	ensembl	methylated histone residue binding	3471
ENST00000275838	ENSG00000146926	7	150872785	150884478	ASB10	53.7	protein_coding	ensembl	protein binding	1290
ENST00000381093	ENSG00000146938	X	5808085	6145888	NLGN4X	38.89	protein_coding	ensembl	excitatory synapse	2511
ENST00000380913	ENSG00000146950	X	9754496	9917483	SHROOM2	47.43	protein_coding	ensembl	ear development	4851
ENST00000275874	ENSG00000146955	7	140103843	140126050	RAB19	47.49	protein_coding	ensembl	intracellular protein transport	795
ENST00000354926	ENSG00000146963	7	139044654	139108198	C7orf55-LUC7L2	40.37	protein_coding	ensembl	nuclear speck	1179
ENST00000275884	ENSG00000146966	7	140218220	140340576	DENND2A	47.56	protein_coding	ensembl	retrograde transport, endosome to Golgi	3030
ENST00000380342	ENSG00000147003	X	15645441	15683154	TMEM27	39.96	protein_coding	ensembl	metallopeptidase activity	669
ENST00000397821	ENSG00000147010	X	19552093	19905719	SH3KBP1	43.06	protein_coding	ensembl	cytosol	1998
ENST00000275954	ENSG00000147027	X	34645181	34675405	TMEM47	36.99	protein_coding	ensembl	plasma membrane	546
ENST00000378619	ENSG00000147036	X	37430905	37536647	LANCL3	38.9	protein_coding	ensembl	catalytic activity	1263
ENST00000456733	ENSG00000147041	X	37892787	37988072	SYTL5	37.59	protein_coding	ensembl	protein binding	2259
ENST00000378163	ENSG00000147044	X	41378518	41782716	CASK	38.73	protein_coding	ensembl	negative regulation of cellular response to growth factor stimulus	2781
ENST00000374906	ENSG00000147059	X	57162083	57164058	SPIN2A	50.32	protein_coding	ensembl	molecular_function	777
ENST00000360270	ENSG00000147065	X	64887537	64961791	MSN	44.88	protein_coding	ensembl	extracellular vesicular exosome	1734
ENST00000358526	ENSG00000147081	X	49955411	49965664	AKAP4	41.51	protein_coding	ensembl	protein binding	2565
ENST00000276014	ENSG00000147082	X	50027540	50094909	CCNB3	40.99	protein_coding	ensembl	protein kinase binding	4188
ENST00000373573	ENSG00000147099	X	71549366	71792953	HDAC8	40.05	protein_coding	ensembl	chromatin assembly or disassembly	1134
ENST00000276033	ENSG00000147100	X	73641085	73753743	SLC16A2	43.64	protein_coding	ensembl	monocarboxylic acid transmembrane transporter activity	1842
ENST00000305127	ENSG00000147118	X	47834259	47863377	ZNF182	40.39	protein_coding	ensembl	intracellular	1920
ENST00000276055	ENSG00000147119	X	46433219	46457843	CHST7	44.78	protein_coding	ensembl	sulfur compound metabolic process	1461
ENST00000344302	ENSG00000147121	X	46306292	46334074	KRBOX4	41.38	protein_coding	ensembl	regulation of transcription, DNA-dependent	516
ENST00000276062	ENSG00000147123	X	47001619	47004437	NDUFB11	52.3	protein_coding	ensembl	mitochondrial inner membrane	492
ENST00000313116	ENSG00000147124	X	47305278	47341984	ZNF41	43.28	protein_coding	ensembl	transcription, DNA-dependent	2340
ENST00000374473	ENSG00000147127	X	69502022	69504852	RAB41	45.98	protein_coding	ensembl	protein transport	669
ENST00000373988	ENSG00000147130	X	70459476	70474910	ZMYM3	53.76	protein_coding	ensembl	zinc ion binding	4119
ENST00000449580	ENSG00000147133	X	70586114	70685832	TAF1	43.38	protein_coding	ensembl	histone acetylation	5721
ENST00000276077	ENSG00000147138	X	78426469	78427726	GPR174	41.49	protein_coding	ensembl	plasma membrane	1002
ENST00000276079	ENSG00000147140	X	70503433	70521018	NONO	44.11	protein_coding	ensembl	nucleolus	1416
ENST00000373301	ENSG00000147145	X	78010301	78012591	LPAR4	36.2	protein_coding	ensembl	integral to plasma membrane	1113
ENST00000276101	ENSG00000147160	X	69260392	69269788	AWAT2	47.67	protein_coding	ensembl	endoplasmic reticulum membrane	1002
ENST00000373719	ENSG00000147162	X	70752933	70795747	OGT	40.6	protein_coding	ensembl	cytosol	3141
ENST00000374274	ENSG00000147164	X	70279096	70288273	SNX12	46.35	protein_coding	ensembl	membrane	489
ENST00000373829	ENSG00000147166	X	70521584	70525221	ITGB1BP2	46.4	protein_coding	ensembl	Z disc	1044
ENST00000374202	ENSG00000147168	X	70327254	70331481	IL2RG	49.71	protein_coding	ensembl	plasma membrane	1110
ENST00000373695	ENSG00000147174	X	70800135	70833432	ACRC	44.7	protein_coding	ensembl	nucleus	2076
ENST00000360700	ENSG00000147180	X	84499771	84528368	ZNF711	34.37	protein_coding	ensembl	sequence-specific DNA binding	2424
ENST00000276127	ENSG00000147183	X	88002226	88009786	CPXCR1	35.62	protein_coding	ensembl	zinc ion binding	906
ENST00000324765	ENSG00000147202	X	95939711	96859996	DIAPH2	37	protein_coding	ensembl	receptor binding	3306
ENST00000395065	ENSG00000147206	X	102330738	102348053	NXF3	44.27	protein_coding	ensembl	cytoplasm	1596
ENST00000276173	ENSG00000147223	X	106143293	106146547	RIPPLY1	51.24	protein_coding	ensembl	somite rostral/caudal axis specification	456
ENST00000372435	ENSG00000147224	X	106871737	106894256	PRPS1	41.74	protein_coding	ensembl	cytosol	957
ENST00000372548	ENSG00000147231	X	105855202	105922672	CXorf57	35.16	protein_coding	ensembl		2568
ENST00000276185	ENSG00000147234	X	106765680	106846603	FRMPD3	45.11	protein_coding	ensembl	protein binding	5433
ENST00000276198	ENSG00000147246	X	113818551	114144624	HTR2C	35.03	protein_coding	ensembl	ERK1 and ERK2 cascade	1377
ENST00000276204	ENSG00000147251	X	117629861	117820126	DOCK11	39.68	protein_coding	ensembl	small GTPase mediated signal transduction	6234
ENST00000370903	ENSG00000147255	X	130407485	130423403	IGSF1	39.16	protein_coding	ensembl	regulation of transcription, DNA-dependent	4026
ENST00000276211	ENSG00000147256	X	130192216	130223853	ARHGAP36	46.18	protein_coding	ensembl	cytosol	1644
ENST00000394299	ENSG00000147257	X	132669782	133119673	GPC3	39.66	protein_coding	ensembl	cell proliferation involved in metanephros development	1812
ENST00000276218	ENSG00000147262	X	129518319	129519511	GPR119	54.82	protein_coding	ensembl	integral to membrane	1008
ENST00000320676	ENSG00000147274	X	135955620	135962884	RBMX	43.01	protein_coding	ensembl	regulation of alternative mRNA splicing, via spliceosome	1176
ENST00000344683	ENSG00000147316	8	6264113	6501144	MCPH1	42.23	protein_coding	ensembl	neuronal stem cell maintenance	2508
ENST00000276282	ENSG00000147324	8	8640864	8751155	MFHAS1	44.16	protein_coding	ensembl	protein binding	3159
ENST00000276326	ENSG00000147364	8	356955	419873	FBXO25	42.2	protein_coding	ensembl	protein ubiquitination	1104
ENST00000370350	ENSG00000147378	X	150884507	150891666	FATE1	48.31	protein_coding	ensembl	integral to membrane	552
ENST00000369935	ENSG00000147380	X	153448107	153461633	OPN1MW	52.92	protein_coding	ensembl	integral to membrane	1095
ENST00000276344	ENSG00000147381	X	151081361	151093642	MAGEA4	59.13	protein_coding	ensembl	biological_process	954
ENST00000406277	ENSG00000147382	X	152853385	152864632	FAM58A	56.22	protein_coding	ensembl	regulation of transcription, DNA-dependent	741
ENST00000370274	ENSG00000147383	X	151999511	152038273	NSDHL	45.97	protein_coding	ensembl	catalytic activity	1122
ENST00000535861	ENSG00000147394	X	152082986	152142024	ZNF185	50.51	protein_coding	ensembl	zinc ion binding	2166
ENST00000370277	ENSG00000147400	X	151995517	151999321	CETN2	43.47	protein_coding	ensembl	regulation of cytokinesis	519
ENST00000370306	ENSG00000147402	X	151806637	151825999	GABRQ	47.98	protein_coding	ensembl	extracellular ligand-gated ion channel activity	1899
ENST00000344746	ENSG00000147403	X	153626713	153630680	RPL10	54.26	protein_coding	ensembl	cytosol	645
ENST00000311540	ENSG00000147408	8	19261673	19540272	CSGALNACT1	41.74	protein_coding	ensembl	endochondral ossification	1599
ENST00000276390	ENSG00000147416	8	20054878	20079212	ATP6V1B2	39.51	protein_coding	ensembl	phagosome maturation	1536
ENST00000356537	ENSG00000147419	8	27590835	27630151	CCDC25	40.07	protein_coding	ensembl		627
ENST00000444075	ENSG00000147421	8	28747911	28910242	HMBOX1	37.72	protein_coding	ensembl	nucleus	1332
ENST00000289957	ENSG00000147432	8	42552562	42592550	CHRNB3	44.81	protein_coding	ensembl	postsynaptic membrane	1377
ENST00000276410	ENSG00000147434	8	42607763	42623929	CHRNA6	44.71	protein_coding	ensembl	integral to membrane	1485
ENST00000276414	ENSG00000147437	8	25276778	25282170	GNRH1	39.78	protein_coding	ensembl	regulation of gene expression	279
ENST00000276416	ENSG00000147439	8	22477931	22526633	BIN3	49.55	protein_coding	ensembl	protein binding	762
ENST00000276420	ENSG00000147443	8	21766384	21771371	DOK2	59.44	protein_coding	ensembl	receptor signaling protein activity	1239
ENST00000519973	ENSG00000147454	8	23386318	23432976	SLC25A37	48.45	protein_coding	ensembl	iron ion transmembrane transport	1017
ENST00000313219	ENSG00000147457	8	23104157	23119512	CHMP7	46.73	protein_coding	ensembl	cytoplasm	1362
ENST00000276440	ENSG00000147459	8	25042380	25273232	DOCK5	42.37	protein_coding	ensembl	small GTPase mediated signal transduction	5613
ENST00000276449	ENSG00000147465	8	38001167	38008783	STAR	51.56	protein_coding	ensembl	cellular response to epinephrine stimulus	858
ENST00000328195	ENSG00000147471	8	37620111	37637283	PROSC	43.59	protein_coding	ensembl	intracellular	828
ENST00000276461	ENSG00000147475	8	37594145	37616619	ERLIN2	44.02	protein_coding	ensembl	protein binding	1020
ENST00000518864	ENSG00000147481	8	50822349	51705389	SNTG1	35.89	protein_coding	ensembl	ruffle membrane	1554
ENST00000356297	ENSG00000147485	8	52232139	52722005	PXDNL	38.69	protein_coding	ensembl	extracellular space	4392
ENST00000276480	ENSG00000147488	8	53023399	53322303	ST18	39.41	protein_coding	ensembl	DNA binding	3144
ENST00000297313	ENSG00000147509	8	54764368	54871863	RGS20	42.32	protein_coding	ensembl	positive regulation of GTPase activity	1167
ENST00000379931	ENSG00000147526	8	38644722	38710546	TACC1	42.76	protein_coding	ensembl	microtubule organizing center	2454
ENST00000357743	ENSG00000147533	8	41348173	41368499	GOLGA7	39.89	protein_coding	ensembl	Golgi membrane	414
ENST00000424479	ENSG00000147535	8	38120648	38126738	PPAPDC1B	45.35	protein_coding	ensembl	phosphatidate phosphatase activity	795
ENST00000276533	ENSG00000147536	8	41386725	41402565	GINS4	46.76	protein_coding	ensembl	mitotic cell cycle	672
ENST00000317025	ENSG00000147548	8	38132560	38239790	WHSC1L1	38.84	protein_coding	ensembl	transcription, DNA-dependent	4314
ENST00000276570	ENSG00000147570	8	66933795	67012751	DNAJC5B	40.54	protein_coding	ensembl	membrane	600
ENST00000276571	ENSG00000147571	8	67088620	67090960	CRH	54.34	protein_coding	ensembl	response to stress	591
ENST00000315962	ENSG00000147573	8	67039131	67087720	TRIM55	40.98	protein_coding	ensembl	identical protein binding	1647
ENST00000396623	ENSG00000147576	8	67344721	67381142	ADHFE1	43.02	protein_coding	ensembl	hydroxyacid-oxoacid transhydrogenase activity	1404
ENST00000276585	ENSG00000147586	8	80830952	80942506	MRPS28	37.19	protein_coding	ensembl	molecular_function	564
ENST00000256103	ENSG00000147588	8	82352561	82359758	PMP2	34.13	protein_coding	ensembl	transporter activity	399
ENST00000276590	ENSG00000147592	8	71549491	71581392	LACTB2	38.38	protein_coding	ensembl	metal ion binding	867
ENST00000276594	ENSG00000147596	8	70963886	70983562	PRDM14	47.16	protein_coding	ensembl	nucleus	1716
ENST00000276603	ENSG00000147601	8	73921099	73958706	TERF1	36.98	protein_coding	ensembl	activation of cysteine-type endopeptidase activity involved in apoptotic process	1320
ENST00000352983	ENSG00000147604	8	74202874	74206133	RPL7	50.75	protein_coding	ensembl	cellular protein metabolic process	747
ENST00000309536	ENSG00000147606	8	92261535	92406946	SLC26A7	35.97	protein_coding	ensembl	oxalate transmembrane transporter activity	1992
ENST00000276616	ENSG00000147613	8	87060602	87081926	PSKH2	39.01	protein_coding	ensembl	protein phosphorylation	1158
ENST00000285393	ENSG00000147614	8	87111066	87166457	ATP6V0D2	39.14	protein_coding	ensembl	phagosome maturation	1053
ENST00000424158	ENSG00000147642	8	110586405	110661008	SYBU	39.55	protein_coding	ensembl	syntaxin-1 binding	2007
ENST00000351513	ENSG00000147647	8	105391652	105479281	DPYS	40.67	protein_coding	ensembl	uracil catabolic process	1560
ENST00000336273	ENSG00000147649	8	98656407	98740998	MTDH	40.6	protein_coding	ensembl	nucleolus	1749
ENST00000276654	ENSG00000147650	8	105501478	105601234	LRP12	35.69	protein_coding	ensembl	signal transduction	2580
ENST00000531677	ENSG00000147654	8	110563054	110576788	EBAG9	34.99	protein_coding	ensembl	secretory granule	777
ENST00000276659	ENSG00000147655	8	108911545	109095876	RSPO2	37.75	protein_coding	ensembl	epithelial tube branching involved in lung morphogenesis	732
ENST00000522439	ENSG00000147669	8	101162851	101164437	POLR2K	37.38	protein_coding	ensembl	transcription, DNA-dependent	204
ENST00000276682	ENSG00000147677	8	117657072	117778494	EIF3H	37.79	protein_coding	ensembl	gene expression	1101
ENST00000309822	ENSG00000147679	8	117778742	117786923	UTP23	40.04	protein_coding	ensembl	rRNA processing	750
ENST00000522532	ENSG00000147684	8	125551381	125580751	NDUFB9	45.62	protein_coding	ensembl	mitochondrion	666
ENST00000522810	ENSG00000147687	8	125500871	125551311	TATDN1	40.76	protein_coding	ensembl	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	966
ENST00000318462	ENSG00000147689	8	124194752	124221203	FAM83A	49.8	protein_coding	ensembl		1305
ENST00000276708	ENSG00000147697	8	130760442	130799134	GSDMC	39.32	protein_coding	ensembl	biological_process	1527
ENST00000395297	ENSG00000147724	8	139142266	139509065	FAM135B	42.3	protein_coding	ensembl	GPI anchor metabolic process	4221
ENST00000446747	ENSG00000147789	8	146052944	146068605	ZNF7	50.93	protein_coding	ensembl	nucleic acid binding	2094
ENST00000276826	ENSG00000147799	8	145754563	145831201	ARHGAP39	52.34	protein_coding	ensembl	regulation of small GTPase mediated signal transduction	3252
ENST00000301305	ENSG00000147804	8	145637798	145642279	SLC39A4	61.99	protein_coding	ensembl	apical plasma membrane	1944
ENST00000340490	ENSG00000147813	8	144656957	144660509	NAPRT1	67.89	protein_coding	ensembl	nicotinate phosphoribosyltransferase activity	1753
ENST00000382100	ENSG00000147852	9	2621834	2654480	VLDLR	42.43	protein_coding	ensembl	extracellular space	2622
ENST00000381809	ENSG00000147853	9	4711155	4741318	AK3	41.48	protein_coding	ensembl	adenylate kinase activity	684
ENST00000276893	ENSG00000147854	9	6413323	6507054	UHRF2	38.99	protein_coding	ensembl	nuclear heterochromatin	2409
ENST00000397581	ENSG00000147862	9	14087599	14314518	NFIB	38.29	protein_coding	ensembl	regulation of transcription, DNA-dependent	1713
ENST00000380911	ENSG00000147869	9	14719722	14722715	CER1	40.15	protein_coding	ensembl	BMP signaling pathway	804
ENST00000276914	ENSG00000147872	9	19115768	19127574	PLIN2	44.99	protein_coding	ensembl	small molecule metabolic process	1314
ENST00000259555	ENSG00000147873	9	21304613	21305312	IFNA5	46.29	protein_coding	ensembl	type I interferon-mediated signaling pathway	570
ENST00000380502	ENSG00000147874	9	19053141	19103117	HAUS6	39.7	protein_coding	ensembl	microtubule	2868
ENST00000276925	ENSG00000147883	9	22002902	22009362	CDKN2B	41.28	protein_coding	ensembl	transforming growth factor beta receptor signaling pathway	417
ENST00000380216	ENSG00000147885	9	21216372	21217310	IFNA16	39.72	protein_coding	ensembl	blood coagulation	570
ENST00000361570	ENSG00000147889	9	21967751	21994490	CDKN2A	41.19	protein_coding	ensembl	cell cycle arrest	522
ENST00000380003	ENSG00000147894	9	27546544	27573448	C9orf72	35.83	protein_coding	ensembl	cytoplasm	1446
ENST00000276943	ENSG00000147896	9	27524312	27526496	IFNK	38.76	protein_coding	ensembl	natural killer cell activation	624
ENST00000336755	ENSG00000147905	9	37120536	37358146	ZCCHC7	36.62	protein_coding	ensembl	nucleolus	1632
ENST00000432825	ENSG00000147912	9	37510889	37576250	FBXO10	45.45	protein_coding	ensembl	protein ubiquitination	2871
ENST00000356699	ENSG00000147926	9	40700291	40706537	SPATA31A3	52.87	protein_coding	ensembl	integral to membrane	4044
ENST00000277010	ENSG00000147955	9	34634719	34637768	SIGMAR1	57.25	protein_coding	ensembl	opioid receptor activity	672
ENST00000382405	ENSG00000147996	9	70432004	70490246	CBWD5	36.05	protein_coding	ensembl	ATP binding	1188
ENST00000376597	ENSG00000148019	9	80851123	80881983	CEP78	37.2	protein_coding	ensembl	cytosol	2169
ENST00000277120	ENSG00000148053	9	87284693	87637409	NTRK2	40.98	protein_coding	ensembl	positive regulation of gene expression	2517
ENST00000454393	ENSG00000148057	9	86238260	86259038	IDNK	42.77	protein_coding	ensembl	gluconokinase activity	693
ENST00000375835	ENSG00000148082	9	91628060	91793682	SHC3	42.51	protein_coding	ensembl	central nervous system development	1785
ENST00000375731	ENSG00000148090	9	93976097	94124195	AUH	38.91	protein_coding	ensembl	catalytic activity	1020
ENST00000375344	ENSG00000148110	9	97136833	97223324	HIATL1	40.66	protein_coding	ensembl	plasma membrane	1521
ENST00000375315	ENSG00000148120	9	97522066	97849440	C9orf3	42.89	protein_coding	ensembl	leukotriene biosynthetic process	2460
ENST00000374874	ENSG00000148123	9	103790991	104087417	LPPR1	38.59	protein_coding	ensembl	integral to membrane	978
ENST00000277216	ENSG00000148136	9	107288534	107289490	OR13C4	41.38	protein_coding	ensembl	plasma membrane	957
ENST00000457913	ENSG00000148143	9	109625378	109773763	ZNF462	40.08	protein_coding	ensembl	positive regulation of transcription from RNA polymerase II promoter	7701
ENST00000374667	ENSG00000148156	9	111616871	111619239	ACTL7B	58.17	protein_coding	ensembl	cytoplasm	1248
ENST00000286713	ENSG00000148175	9	124101355	124132483	STOM	39.51	protein_coding	ensembl	cytoplasm	867
ENST00000373818	ENSG00000148180	9	124062071	124095120	GSN	46.87	protein_coding	ensembl	extracellular space	2349
ENST00000344641	ENSG00000148187	9	125026935	125085743	MRRF	40.92	protein_coding	ensembl	mitochondrion	789
ENST00000487099	ENSG00000148200	9	127279554	127533556	NR6A1	40.7	protein_coding	ensembl	regulation of transcription, DNA-dependent	1443
ENST00000373631	ENSG00000148204	9	126118539	126141032	CRB2	59.51	protein_coding	ensembl	protein binding	3858
ENST00000373680	ENSG00000148215	9	125551150	125552237	OR5C1	58.36	protein_coding	ensembl	integral to membrane	963
ENST00000409155	ENSG00000148218	9	116148597	116163613	ALAD	51.45	protein_coding	ensembl	cellular response to interleukin-4	993
ENST00000313400	ENSG00000148219	9	119187504	120177317	ASTN2	41.84	protein_coding	ensembl	integral to membrane	4020
ENST00000374193	ENSG00000148225	9	116075502	116102562	WDR31	43.39	protein_coding	ensembl	protein binding	1104
ENST00000374169	ENSG00000148229	9	116169515	116172662	POLE3	49.33	protein_coding	ensembl	sequence-specific DNA binding	444
ENST00000372040	ENSG00000148288	9	136028340	136039332	GBGT1	54.85	protein_coding	ensembl	globoside alpha-N-acetylgalactosaminyltransferase activity	1044
ENST00000371974	ENSG00000148290	9	136218610	136223361	SURF1	54.12	protein_coding	ensembl	cytochrome-c oxidase activity	903
ENST00000372022	ENSG00000148296	9	136197552	136203235	SURF6	56.32	protein_coding	ensembl	nucleoplasm part	1086
ENST00000343730	ENSG00000148297	9	136207755	136214972	MED22	56.89	protein_coding	ensembl	cytoplasm	603
